الأمانة,البلدية,البلدية التي درست الطلب,تاريخ اصدار الرخصة ميلادي,تاريخ نهاية الرخصة ميلادي,تاريخ تقديم الطلب,الغرض,حالة الرخصة,حالة الطلب,نوع سند الملكية
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,1/3/16 12:00:00 AM,12/1/18 12:00:00 AM,9/30/24 6:46:48 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,5/14/23 12:00:00 AM,4/12/26 12:00:00 AM,9/11/24 5:53:51 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,4/15/24 12:00:00 AM,4/4/25 12:00:00 AM,4/13/24 8:24:06 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,10/9/24 12:00:00 AM,9/7/27 12:00:00 AM,9/17/24 11:22:40 AM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,3/25/86 12:00:00 AM,2/20/89 12:00:00 AM,7/10/24 6:14:24 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/31/24 12:00:00 AM,7/20/25 12:00:00 AM,7/31/24 12:53:54 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/29/23 12:00:00 AM,12/27/25 12:00:00 AM,10/27/24 10:54:46 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,11/27/20 12:00:00 AM,7/19/25 12:00:00 AM,7/24/24 9:27:23 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/29/24 12:00:00 AM,6/28/27 12:00:00 AM,9/12/24 7:24:32 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,12/19/23 12:00:00 AM,11/16/26 12:00:00 AM,8/5/24 11:02:05 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/2/24 12:00:00 AM,3/31/27 12:00:00 AM,2/26/24 10:22:40 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,5/7/24 12:00:00 AM,4/5/27 12:00:00 AM,5/7/24 5:25:16 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,7/17/19 12:00:00 AM,6/13/22 12:00:00 AM,10/27/24 4:29:49 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,2/15/24 12:00:00 AM,1/13/27 12:00:00 AM,10/2/24 12:22:00 PM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,10/10/22 12:00:00 AM,9/6/25 12:00:00 AM,8/6/24 6:50:31 PM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/3/24 12:00:00 AM,12/22/24 12:00:00 AM,1/2/24 9:46:16 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,2/3/24 12:00:00 AM,12/31/26 12:00:00 AM,5/12/24 5:24:27 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,1/15/24 12:00:00 AM,12/12/26 12:00:00 AM,1/13/24 4:55:06 PM,إصدار رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/2/84 12:00:00 AM,11/1/25 12:00:00 AM,11/11/24 12:58:34 PM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,3/9/20 12:00:00 AM,12/28/24 12:00:00 AM,1/9/24 5:03:51 PM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,11/21/24 12:00:00 AM,10/19/27 12:00:00 AM,11/20/24 5:00:59 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/3/15 12:00:00 AM,3/17/25 12:00:00 AM,3/25/24 10:37:15 PM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,10/7/15 12:00:00 AM,1/2/25 12:00:00 AM,1/14/24 1:16:30 PM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,11/22/23 12:00:00 AM,10/19/26 12:00:00 AM,11/11/24 6:35:39 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,10/1/24 12:00:00 AM,8/30/27 12:00:00 AM,9/28/24 8:34:23 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/23/24 12:00:00 AM,6/22/27 12:00:00 AM,7/13/24 6:09:01 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,10/3/24 12:00:00 AM,9/1/27 12:00:00 AM,9/18/24 5:33:13 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,10/9/04 12:00:00 AM,9/28/05 12:00:00 AM,3/25/24 12:27:18 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,12/14/20 12:00:00 AM,10/20/25 12:00:00 AM,10/15/24 5:27:08 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,5/19/24 12:00:00 AM,5/9/25 12:00:00 AM,5/14/24 8:03:38 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,11/7/24 12:00:00 AM,10/5/27 12:00:00 AM,11/7/24 8:44:45 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,8/17/64 12:00:00 AM,7/17/67 12:00:00 AM,10/8/24 11:20:41 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,9/29/24 12:00:00 AM,8/28/27 12:00:00 AM,9/28/24 5:49:45 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,11/17/19 12:00:00 AM,2/8/25 12:00:00 AM,2/15/24 11:01:05 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/28/21 12:00:00 AM,5/26/24 12:00:00 AM,5/6/24 7:48:09 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,11/23/16 12:00:00 AM,10/22/19 12:00:00 AM,12/10/24 7:05:38 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,9/5/24 12:00:00 AM,8/4/27 12:00:00 AM,8/25/24 6:52:18 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/28/24 12:00:00 AM,7/28/27 12:00:00 AM,8/21/24 7:27:54 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/28/24 12:00:00 AM,7/28/27 12:00:00 AM,8/25/24 11:09:04 AM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/4/24 12:00:00 AM,7/4/27 12:00:00 AM,8/1/24 5:33:17 PM,إصدار رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,6/8/22 12:00:00 AM,5/7/25 12:00:00 AM,1/9/24 5:47:03 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/12/20 12:00:00 AM,8/28/25 12:00:00 AM,8/25/24 2:36:50 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/9/24 12:00:00 AM,12/28/24 12:00:00 AM,1/9/24 12:43:00 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,12/31/24 12:00:00 AM,12/20/25 12:00:00 AM,12/31/24 5:12:28 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/20/24 12:00:00 AM,6/19/27 12:00:00 AM,7/2/24 6:41:12 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,9/8/94 12:00:00 AM,12/10/25 12:00:00 AM,12/17/24 4:54:05 PM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/23/24 12:00:00 AM,12/20/26 12:00:00 AM,2/11/24 10:49:45 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,9/9/24 12:00:00 AM,8/8/27 12:00:00 AM,8/24/24 6:18:36 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,10/28/13 12:00:00 AM,9/7/24 12:00:00 AM,11/19/24 11:52:06 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/29/21 12:00:00 AM,5/27/24 12:00:00 AM,3/28/24 12:17:28 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/5/25 12:00:00 AM,12/3/27 12:00:00 AM,12/5/24 12:39:12 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,4/22/15 12:00:00 AM,4/10/16 12:00:00 AM,9/30/24 8:54:43 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/23/24 12:00:00 AM,6/22/27 12:00:00 AM,7/22/24 11:58:16 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/21/24 12:00:00 AM,6/20/27 12:00:00 AM,7/11/24 9:32:12 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,6/25/87 12:00:00 AM,5/3/90 12:00:00 AM,6/25/24 10:43:11 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/12/24 12:00:00 AM,7/12/27 12:00:00 AM,8/11/24 1:25:32 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,2/25/24 12:00:00 AM,2/14/25 12:00:00 AM,2/21/24 5:01:53 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,5/23/24 12:00:00 AM,4/22/27 12:00:00 AM,5/16/24 10:52:09 AM,إصدار رخصة تصحيح وضع مبنى قائم,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,3/31/17 12:00:00 AM,12/29/24 12:00:00 AM,1/9/24 10:45:48 AM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,1/23/24 12:00:00 AM,12/20/26 12:00:00 AM,1/22/24 8:32:12 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,12/2/24 12:00:00 AM,10/31/27 12:00:00 AM,12/2/24 11:46:41 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/22/07 12:00:00 AM,12/20/09 12:00:00 AM,12/9/24 10:12:37 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,6/2/24 12:00:00 AM,5/23/25 12:00:00 AM,5/27/24 12:00:58 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,12/15/22 12:00:00 AM,11/12/25 12:00:00 AM,3/4/24 11:44:23 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,5/19/24 12:00:00 AM,4/18/27 12:00:00 AM,5/19/24 7:42:04 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/14/21 12:00:00 AM,8/1/25 12:00:00 AM,8/10/24 11:33:05 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/23/24 12:00:00 AM,6/22/27 12:00:00 AM,7/22/24 9:00:28 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,12/29/24 12:00:00 AM,12/19/25 12:00:00 AM,12/15/24 12:20:27 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,1/29/23 12:00:00 AM,12/27/25 12:00:00 AM,5/8/24 9:46:17 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,10/15/03 12:00:00 AM,9/12/06 12:00:00 AM,9/8/24 7:23:12 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,12/18/24 12:00:00 AM,11/16/27 12:00:00 AM,12/17/24 6:47:37 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,9/17/24 12:00:00 AM,9/6/25 12:00:00 AM,9/16/24 8:53:45 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,5/19/24 12:00:00 AM,4/18/27 12:00:00 AM,5/15/24 11:06:53 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,1/24/24 12:00:00 AM,1/12/25 12:00:00 AM,1/23/24 1:54:59 PM,رخصة ترميم,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,2/27/19 12:00:00 AM,11/16/25 12:00:00 AM,11/26/24 7:52:08 PM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,9/8/24 12:00:00 AM,8/7/27 12:00:00 AM,9/3/24 12:46:34 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/13/25 12:00:00 AM,2/9/28 12:00:00 AM,10/7/24 5:33:18 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,10/17/23 12:00:00 AM,9/13/26 12:00:00 AM,7/22/24 11:23:03 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/1/24 12:00:00 AM,12/29/26 12:00:00 AM,1/31/24 11:44:24 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,5/23/24 12:00:00 AM,4/22/27 12:00:00 AM,5/22/24 9:06:45 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,4/1/83 12:00:00 AM,1/8/25 12:00:00 AM,1/18/24 8:47:31 AM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,11/7/24 12:00:00 AM,10/27/25 12:00:00 AM,11/6/24 6:30:47 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/25/24 12:00:00 AM,6/24/27 12:00:00 AM,7/24/24 5:06:54 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/1/18 12:00:00 AM,3/28/21 12:00:00 AM,2/13/24 9:08:59 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/3/12 12:00:00 AM,9/29/25 12:00:00 AM,10/1/24 6:45:41 PM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,12/31/24 12:00:00 AM,12/20/25 12:00:00 AM,12/30/24 11:14:19 AM,إصدار تقرير فني,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,5/30/24 12:00:00 AM,5/20/25 12:00:00 AM,5/14/24 9:12:07 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,9/9/24 12:00:00 AM,8/29/25 12:00:00 AM,8/31/24 6:39:05 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,1/9/25 12:00:00 AM,1/9/26 12:00:00 AM,11/10/24 11:59:10 AM,رخصة ترميم,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/8/24 12:00:00 AM,4/6/27 12:00:00 AM,5/8/24 6:20:50 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,6/15/21 12:00:00 AM,5/13/24 12:00:00 AM,4/20/24 6:31:12 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,12/13/97 12:00:00 AM,10/25/00 12:00:00 AM,9/15/24 7:31:57 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,9/19/23 12:00:00 AM,8/17/26 12:00:00 AM,3/17/24 10:20:52 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,3/19/24 12:00:00 AM,2/16/27 12:00:00 AM,3/18/24 11:23:17 PM,إصدار رخصة بناء,ملغية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,1/19/16 12:00:00 AM,12/16/18 12:00:00 AM,1/15/24 10:15:40 AM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,5/22/24 12:00:00 AM,5/12/25 12:00:00 AM,5/21/24 7:51:46 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/1/24 12:00:00 AM,7/21/25 12:00:00 AM,7/31/24 6:02:35 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,7/23/23 12:00:00 AM,6/20/26 12:00:00 AM,5/1/24 9:31:10 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,1/9/25 12:00:00 AM,12/7/27 12:00:00 AM,12/28/24 6:02:14 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,4/17/21 12:00:00 AM,3/15/24 12:00:00 AM,2/7/24 11:16:35 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/9/24 12:00:00 AM,5/30/25 12:00:00 AM,6/9/24 11:32:25 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,9/13/82 12:00:00 AM,11/6/25 12:00:00 AM,11/3/24 1:38:00 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,9/4/24 12:00:00 AM,8/24/25 12:00:00 AM,9/1/24 11:43:37 AM,رخصة هدم,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,10/8/23 12:00:00 AM,9/5/26 12:00:00 AM,4/29/24 6:03:25 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/7/25 12:00:00 AM,12/27/25 12:00:00 AM,12/28/24 6:47:07 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,3/7/24 12:00:00 AM,2/3/27 12:00:00 AM,3/6/24 1:38:45 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/18/20 12:00:00 AM,10/5/25 12:00:00 AM,10/16/24 1:48:01 PM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,2/14/24 12:00:00 AM,1/12/27 12:00:00 AM,2/11/24 7:46:00 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,4/3/82 12:00:00 AM,9/30/25 12:00:00 AM,9/28/24 12:24:06 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/5/24 12:00:00 AM,1/2/27 12:00:00 AM,2/3/24 7:52:01 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,2/17/22 12:00:00 AM,1/16/25 12:00:00 AM,9/2/24 8:13:23 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/3/19 12:00:00 AM,3/23/25 12:00:00 AM,4/2/24 1:32:50 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,11/21/24 12:00:00 AM,10/19/27 12:00:00 AM,11/10/24 5:39:07 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/14/23 12:00:00 AM,2/10/26 12:00:00 AM,11/18/24 3:31:07 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,8/26/24 12:00:00 AM,7/26/27 12:00:00 AM,8/21/24 9:16:25 AM,إصدار رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/15/10 12:00:00 AM,12/13/12 12:00:00 AM,2/21/24 8:37:13 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,3/25/24 12:00:00 AM,2/22/27 12:00:00 AM,3/25/24 1:29:22 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/2/21 12:00:00 AM,7/14/25 12:00:00 AM,7/22/24 12:13:05 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,11/4/20 12:00:00 AM,12/25/24 12:00:00 AM,6/26/24 8:28:06 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,12/19/23 12:00:00 AM,11/16/26 12:00:00 AM,9/25/24 8:40:33 PM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,9/10/24 12:00:00 AM,8/9/27 12:00:00 AM,9/8/24 12:01:44 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/25/12 12:00:00 AM,6/23/15 12:00:00 AM,1/2/24 7:49:56 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,10/7/24 12:00:00 AM,9/5/27 12:00:00 AM,10/6/24 12:46:52 PM,إصدار رخصة تصحيح وضع مبنى قائم,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,8/17/02 12:00:00 AM,7/15/05 12:00:00 AM,2/18/24 1:16:41 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/7/24 12:00:00 AM,1/4/27 12:00:00 AM,7/9/24 1:48:32 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,4/26/22 12:00:00 AM,3/25/25 12:00:00 AM,1/17/24 11:08:20 AM,تعديل بيانات رخصة بناء,منتهية,منتهى,صك
